X,Y,OBJECTID,CLASS,TANK_FUNCTION,TANK_MATERIAL,TANK_CONTENTS,TANK_UNDERGROUND,VOLUME,POTABLE_WATER,ROTATION,GIS_MANUFACTURER,ASSET_LEVEL_ACCURACY,ASSET_POSITIONAL_ACCURACY,FUNCTIONAL_LOC,GIS_CUSTODIAN,GIS_DESCRIPTION,GIS_OWNER,CREATED_DATE,LAST_EDITED_DATE,DATA_SOURCE
153.427995226,-27.976278878,407,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,,,,F,E,F-TPMAIN,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/01/23 04:39:23,AIR
153.394163123,-27.954952449,408,STORAGE_TANK,IRRIGATION,PLASTIC,RECYCLED WATER,N,50,Y,,,F,E,F-CFGCHC,51000811,WATER RECYCLE - STORAGE TANK,GCCC,2017/07/17 02:03:08,2019/05/25 13:05:38,AIR
153.45652835,-28.1111947539999,409,STORAGE_TANK,IRRIGATION,CONCRETE,RAIN WATER,N,,N,,,F,D,K-MALL01,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:16,FPU
153.304997628,-27.7379539139999,410,STORAGE_TANK,OTHER,CORRUGATED GALVANISE,RAIN WATER,N,,N,,,F,D,K-PIMP01,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2019/05/25 13:05:30,FPU
153.425479726,-28.067858552,411,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-PIZZEY,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:30,FPU
153.360242618,-27.9165551309999,412,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,F-AMCOOM,51000468,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:49,FPU
153.528384509,-28.1724294219999,413,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-LENPEA,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:05:30,FPU
153.291545543,-27.829243537,414,STORAGE_TANK,OTHER,GALVANISED STEEL,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/04 23:20:26,2019/05/25 13:05:32,FPU
153.427543619,-27.805539763,415,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,D,F-OTTIPP,51000989,RAINWATER TANK BEHIND CAFE,GCCC,2014/05/23 08:17:14,2019/05/25 13:05:32,FPU
153.33757892,-27.77557883,416,STORAGE_TANK,FIRE FIGHTING,,RAIN WATER,,,,,,F,D,X-NON_SPECIFIC_FL,51000811,STORAGE TANK,SG,2014/05/23 08:17:15,2019/05/25 13:05:32,FPU
153.390234335,-27.9369770009999,417,STORAGE_TANK,IRRIGATION,PLASTIC,RECYCLED WATER,N,4.5,N,,,F,E,K-COSZAN,51000811,WATER RECYCLE - STORAGE TANK,GCCC,2017/08/15 00:12:26,2019/05/25 13:05:03,AIR
153.440474744,-27.772087593,418,STORAGE_TANK,DRINKING WATER,FIBREGLASS,RAIN WATER,,,,,,F,D,F-OTSSTR,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:05:33,FPU
153.418490811,-28.0126639609999,419,STORAGE_TANK,OTHER,CONCRETE,GROUND WATER,Y,,N,,,F,D,K-LEXBEL,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:33,FPU
153.423297001,-27.8121908809999,420,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,Y,,,F,,F-OTSSTR,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:05:14,
153.268674557,-28.194873763,421,STORAGE_TANK,DRINKING WATER,CONCRETE,RAIN WATER,,,,,,F,D,K-SPRI01,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:33,FPU
153.319079881,-27.8651297559999,422,STORAGE_TANK,IRRIGATION,PLASTIC,RECYCLED WATER,N,25,Y,,,F,E,F-SFCOOM-MAINBU,51000989,STORAGE WATER TANK,GCCC,2017/01/23 22:03:18,2019/05/25 13:05:33,AIR
153.313311266,-27.991297286,423,STORAGE_TANK,,,TBA,,,,,,F,D,K-COUN02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:05:34,FPU
153.38724081,-27.9579982189999,424,STORAGE_TANK,IRRIGATION,CONCRETE,RAIN WATER,Y,,N,,,F,D,K-MUSG02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:04:52,FPU
153.421759478,-27.895610064,425,STORAGE_TANK,FIRE FIGHTING,PLASTIC,RAIN WATER,N,20,N,,,F,E,F-CGBPAR,51000989,FIRE FIGHTING TANK OUTSIDE COMPOUND,GCCC,2015/07/15 03:52:05,2020/04/14 05:44:30,
153.399631412,-27.967565448,426,STORAGE_TANK,IRRIGATION,OTHER,RAIN WATER,,,,,,F,D,K-TERRIG,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2020/03/04 23:37:19,FPU
153.426347104,-28.0008205409999,427,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,,K-APPELP,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:14,
153.421044558,-28.136430364,428,STORAGE_TANK,DRINKING WATER,CONCRETE,RAIN WATER,Y,,Y,,,F,D,F-CFTALL,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:05:14,FPU
153.249858654,-27.819155082,429,STORAGE_TANK,FIRE FIGHTING,CONCRETE,RAIN WATER,N,18,N,,,F,D,K-STAGEC,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:10,2020/04/23 07:50:35,FPU
153.246050332,-27.871227812,430,STORAGE_TANK,FIRE FIGHTING,CONCRETE,RAIN WATER,N,22,N,,,F,D,R-S-SOLOMONLANEXXXX,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/23 07:50:37,FPU
153.401940665,-28.186465155,431,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,,R-T-TREESROADXXXXXX,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/23 07:50:35,
153.399610187,-27.967561809,432,STORAGE_TANK,IRRIGATION,OTHER,RAIN WATER,,,,,,F,D,K-TERRIG,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2020/03/04 23:37:19,FPU
153.399649447,-27.967568284,433,STORAGE_TANK,IRRIGATION,OTHER,RAIN WATER,,,,,,F,D,K-TERRIG,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2020/03/04 23:37:19,FPU
153.399102117,-28.179242878,434,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,E,K-ELLEMF,51000811,Storage Tank,GCCC,2017/11/19 22:30:29,2020/04/23 07:50:38,
153.402936303,-28.209951611,435,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,20,N,,,F,,K-TAYL02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/23 07:50:37,
153.429768214,-28.0628845639999,436,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-PIZZEY,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:05:26,FPU
153.292085261,-27.829255625,437,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/04 23:01:31,2019/03/20 23:52:14,FPU
153.4149577,-28.112611484,438,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,F-WMREED,51100218,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:43,FPU
153.473055161,-28.134257056,439,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,K-SALKOV,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:10,2019/05/25 13:05:45,FPU
153.337311596,-28.106221041,440,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,E,K-UPPE06,51000811,STORAGE TANK FIRE FIGHTING,GCCC,2017/07/12 05:26:58,2020/04/14 05:40:14,AIR
153.363478442,-27.915520796,441,STORAGE_TANK,IRRIGATION,CONCRETE,RAIN WATER,N,,N,,,F,D,F-NUCOOM,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:45,FPU
153.420897143,-27.884326029,442,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,,,,,F,D,F-CGNCUR-AMEN01,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:18,2020/11/17 08:05:56,FPU
153.30338747,-27.8302940479999,443,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,22.5,N,,QUALITY TANKS,F,E,F-DPCOOM,51003030,FEEDS WASH BAY,GCCC,2015/05/11 04:27:54,2019/05/25 13:05:45,AIR
153.412156392,-27.9582148549999,444,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,,,,F,E,F-TPBROA,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:05:46,
153.41241669,-27.9576192119999,445,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,,,,F,E,F-TPBROA,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:05:46,
153.522211684,-28.169760212,446,STORAGE_TANK,OTHER,CORRUGATED GALVANISE,RAIN WATER,N,,,,,F,D,F-TPKIRR,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:09,2020/01/01 22:03:05,FPU
153.521963178,-28.170101078,447,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,Y,,,,,F,E,F-TPKIRR,51000989,STORAGE TANK,GCCC,2018/02/08 23:01:34,2020/01/01 22:03:05,AIR
153.360666442,-27.915941485,448,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,Y,4,N,,EVERHARD INDUSTRIES,F,E,F-ADPEST,51000468,SEPTIC TANK BETWEEN BUILDINGS,GCCC,2019/01/22 21:20:00,2020/02/20 02:02:44,FPU
153.252206662,-27.937456547,449,STORAGE_TANK,FIRE FIGHTING,,TBA,,,,,,F,,K-GUAN02,51000811,STORAGE TANK,SES,2014/05/23 08:17:15,2019/01/23 04:39:23,
153.24594617,-27.7626978599999,450,STORAGE_TANK,OTHER,CORRUGATED GALVANISE,RAIN WATER,N,,N,,,F,D,F-CCOCYC,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:14,2020/09/15 02:36:07,FPU
153.304177863,-27.8677159929999,451,STORAGE_TANK,OTHER,CORRUGATED GALVANISE,RAIN WATER,,,,,,F,D,F-CCCOOH,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:06:17,FPU
153.433377449,-28.063718282,452,STORAGE_TANK,,STEEL,DIESEL,Y,5,,,,F,,F-DPMIAM,51003030,STORAGE TANK,GCCC,2020/09/03 04:47:24,2020/09/15 07:31:51,
153.422309031,-27.9060496439999,453,STORAGE_TANK,SEPTIC,PLASTIC,GROUND WATER,N,,,,,F,E,S-TP-TPLNT-SCUR,51000989,STORAGE TANK IN TREATEMENT PLANT,GCCC,2015/08/18 02:53:04,2019/05/25 13:05:46,
153.245556394,-27.762928528,454,STORAGE_TANK,OTHER,CORRUGATED GALVANISE,RAIN WATER,N,,N,,,F,D,F-CCOCYC,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:14,2020/09/15 02:35:14,FPU
153.426685438,-27.8090716469999,455,STORAGE_TANK,IRRIGATION,PLASTIC,GROUND WATER,N,10000,N,,,F,,F-CGTIPP,51000989,BORE WATER TANKS,GCCC,2017/10/17 04:12:35,2019/05/25 13:05:27,
153.381718062,-28.008061604,456,STORAGE_TANK,IRRIGATION,CORRUGATED GALVANISE,RAIN WATER,N,,N,,,F,D,K-GOLD02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:09,2019/05/25 13:04:41,FPU
153.433371953,-28.063758067,457,STORAGE_TANK,,STEEL,UNLEADED,Y,10,,,,F,,F-DPMIAM,51003030,STORAGE TANK,GCCC,2020/09/03 20:12:49,2020/09/15 07:31:51,
153.360105555,-27.846818045,458,STORAGE_TANK,DRINKING WATER,GALVANISED STEEL,RAIN WATER,Y,,Y,,,F,D,K-COLM02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:47,FPU
153.417770511,-27.9678139219999,459,STORAGE_TANK,IRRIGATION,GALVANISED STEEL,RAIN WATER,N,,N,,,F,D,K-BROA03,51000811,STORAGE TANK.,GCCC,2014/05/23 08:17:11,2019/05/25 13:05:47,FPU
153.404443828,-27.970279126,460,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,K-OWENPA,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:09,2019/05/25 13:05:48,FPU
153.448480766,-28.07998832,461,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,K-REGCHE,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:48,FPU
153.427782821,-27.8066498929999,462,STORAGE_TANK,DRINKING WATER,FIBREGLASS,RAIN WATER,,,,,,F,D,S-TP-TPLNT-TIPP,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:14,2019/05/25 13:06:17,FPU
153.304172024,-27.8677543649999,463,STORAGE_TANK,OTHER,CORRUGATED GALVANISE,RAIN WATER,,,,,,F,D,F-CCCOOH,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:06:17,FPU
153.427800205,-27.8066214089999,464,STORAGE_TANK,DRINKING WATER,FIBREGLASS,RAIN WATER,,,,,,F,D,S-TP-TPLNT-TIPP,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:14,2019/05/25 13:06:18,FPU
153.304186382,-27.8676772549999,465,STORAGE_TANK,OTHER,CORRUGATED GALVANISE,RAIN WATER,,,,,,F,D,F-CCCOOH,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:15,2019/05/25 13:06:18,FPU
153.303993428,-27.8686498229999,466,STORAGE_TANK,OTHER,CORRUGATED GALVANISE,RAIN WATER,,,,,,F,,F-CCCOOH,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:06:18,
153.254201646,-27.839167365,467,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,24,N,,,F,D,K-RICHAR,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2020/04/14 05:42:13,FPU
153.304001866,-27.868611898,468,STORAGE_TANK,OTHER,CORRUGATED GALVANISE,RAIN WATER,,,,,,F,,F-CCCOOH,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:06:18,
153.304010383,-27.8685722559999,469,STORAGE_TANK,OTHER,CORRUGATED GALVANISE,RAIN WATER,,,,,,F,,F-CCCOOH,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:06:18,
153.457310379,-28.099919272,470,STORAGE_TANK,OTHER,FIBREGLASS,RAIN WATER,N,,,,,F,E,F-TPTALL,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:11,2019/05/25 13:04:19,
153.494839718,-28.155954551,471,STORAGE_TANK,,STEEL,DIESEL,N,30,,,,F,,F-DPTUGA,51003030,STORAGE TANK,GCCC,2020/09/03 20:58:44,2020/09/15 07:31:51,AIR
153.245941729,-27.7626212389999,472,STORAGE_TANK,OTHER,CORRUGATED GALVANISE,RAIN WATER,N,,N,,,F,D,F-CCOCYC,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:14,2020/09/15 02:36:48,FPU
153.38332438,-27.900113711,473,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,3,N,,,,E,K-GRASSY,51000811,STORAGE TANK EFFLUENT,GCCC,2019/02/21 00:29:48,2019/05/25 13:05:48,AIR
153.360288993,-27.9165526209999,474,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,F-AMCOOM,51000468,STORAGE TANK,GCCC,2019/02/11 21:43:32,2019/05/25 13:05:49,FPU
153.365809016,-27.779979935,475,STORAGE_TANK,IRRIGATION,FIBREGLASS,RAIN WATER,N,,,,,F,E,F-TPJACO,51000989,STORAGE TANK.,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:49,AIR
153.360265449,-27.916585959,476,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,F-AMCOOM,51000468,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:49,FPU
153.303887031,-27.8306057629999,477,STORAGE_TANK,DETENTION,FIBREGLASS,RAIN WATER,N,3,,,,F,E,F-OTABAN,51000468,STORAGE TANK,GCCC,2019/01/18 03:51:54,2019/05/25 13:05:49,FPU
153.245225964,-27.7326471119999,478,STORAGE_TANK,DRINKING WATER,CONCRETE,RAIN WATER,N,,Y,,,F,D,F-AMSTAP-AMWELF,51000468,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:50,FPU
153.245151006,-27.7326471539999,479,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,Y,,,F,D,F-AMSTAP-AMWELF,51000468,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:50,FPU
153.357460609,-28.087850325,480,STORAGE_TANK,DRINKING WATER,CORRUGATED GALVANISE,RAIN WATER,N,,Y,,,F,D,K-HINTER,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:06:18,FPU
153.321044999,-27.8641520209999,481,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-COOM07,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:06:02,FPU
153.389365503,-27.9106908539999,482,STORAGE_TANK,IRRIGATION,CONCRETE,RAIN WATER,Y,,N,,,F,D,K-RUNA03,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:09,2019/05/25 13:04:46,FPU
153.231968963,-27.9001343039999,483,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,D,K-RUNNCK   ,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/23 07:50:38,FPU
153.293478194,-27.828440063,484,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/04 23:01:26,2019/03/20 23:52:14,FPU
153.229980712,-28.1994338119999,485,STORAGE_TANK,DRINKING WATER,CONCRETE,RAIN WATER,N,,Y,,,F,D,K-BOCHOW,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:06:04,FPU
153.399442271,-27.9689315369999,486,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,K-NEDTWO,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:06:04,FPU
153.384513025,-28.044822637,487,STORAGE_TANK,IRRIGATION,CONCRETE,RAIN WATER,N,,N,,,F,D,F-WMMERR,51100218,STORAGE TANK,GCCC,2014/05/23 08:17:11,2019/05/25 13:06:05,FPU
153.302994768,-27.832691564,488,STORAGE_TANK,OTHER,FIBREGLASS,RAIN WATER,,,,,,F,D,F-OTLEMA,51003030,STORAGE TANK,GCCC,2014/05/23 08:17:14,2019/05/25 13:06:05,FPU
153.30301104,-27.832731512,489,STORAGE_TANK,OTHER,FIBREGLASS,RAIN WATER,,,,,,F,D,F-OTLEMA,51003030,STORAGE TANK,GCCC,2014/05/23 08:17:14,2019/05/25 13:06:05,FPU
153.268691217,-28.194917683,490,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,K-SPRI01,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:06:05,FPU
153.381783487,-28.008115253,491,STORAGE_TANK,IRRIGATION,CORRUGATED GALVANISE,RAIN WATER,N,,N,,,F,D,K-GOLD02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:09,2019/05/25 13:06:05,FPU
153.394810526,-27.953818531,492,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,,K-KEITHH,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:06:05,
153.388087544,-28.07496049,493,STORAGE_TANK,IRRIGATION,PLASTIC,RAIN WATER,N,,N,,,F,D,K-KERRYD,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:06:05,FPU
153.303003541,-27.832714741,494,STORAGE_TANK,OTHER,FIBREGLASS,RAIN WATER,,,,,,F,D,F-OTLEMA,51003030,STORAGE TANK,GCCC,2014/05/23 08:17:14,2019/05/25 13:06:05,FPU
153.425665521,-27.809382698,495,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,D,F-CGTIPP,51000811,NEXT TO VMR BUILDING,GCCC,2014/05/23 08:17:12,2019/05/25 13:06:07,FPU
153.354959909,-27.981168898,496,STORAGE_TANK,OTHER,GALVANISED STEEL,RAIN WATER,N,,N,,,F,D,F-WMMOLT,51100218,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:06:07,FPU
153.381834645,-28.0080571679999,497,STORAGE_TANK,IRRIGATION,CORRUGATED GALVANISE,RAIN WATER,N,,N,,,F,D,K-GOLD02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:09,2019/05/25 13:06:07,FPU
153.423962405,-27.8121007559999,498,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,D,F-OTSSTR,51000811,Storage Tank,GCCC,2015/09/16 05:52:48,2019/05/25 13:06:01,FPU
153.264078097,-27.84839204,499,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,,K-CRYS02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/23 07:50:35,
153.397933987,-28.0072073769999,500,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-SIRBRU,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:06:07,FPU
153.26125932,-28.171598764,501,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,18,N,,,F,D,K-SPRI02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:11,2020/04/14 05:37:20,FPU
153.427432866,-27.8059384859999,502,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,22700,N,,,F,E,F-OTTIPP,51000989,STORAGE TANK,GCCC,2016/12/20 01:24:38,2019/01/23 04:39:20,
153.399790011,-27.910911187,503,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,F-CCRUNA,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:09,2019/05/25 13:05:43,FPU
153.247221256,-28.043282027,504,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,24,N,,,F,D,K-SYDDUN,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2020/04/14 05:42:13,FPU
153.397655545,-27.968951514,505,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,D,K-NEDTWO,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:06:07,FPU
153.35745963,-28.0878839929999,506,STORAGE_TANK,DRINKING WATER,CORRUGATED GALVANISE,RAIN WATER,N,,Y,,,F,D,K-HINTER,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:06:07,FPU
153.304825971,-27.7378936599999,507,STORAGE_TANK,SEPTIC,GALVANISED STEEL,UNTREATED WATER,Y,,N,,,F,D,F-ACWOON,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:10,2019/05/25 13:05:03,FPU
153.411996768,-27.958256397,508,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,,,,F,E,F-TPBROA,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:05:46,
153.290500878,-27.8295823349999,509,STORAGE_TANK,OTHER,GALVANISED STEEL,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/04 23:01:38,2019/03/20 23:52:14,FPU
153.310186921,-28.0398118269999,510,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,K-FRANKC,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:09,2019/05/25 13:06:07,FPU
153.418690236,-28.0391699109999,511,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-KOMBUM,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:06:09,FPU
153.444749596,-28.1684791019999,512,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,K-ROBE04,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:06:09,FPU
153.427429344,-27.8059101869999,513,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,22700,N,,,F,E,F-OTTIPP,51000989,STORAGE TANK,GCCC,2015/10/13 21:54:14,2019/05/25 13:04:56,
153.34780996,-28.134535881,514,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,N,,N,,,F,D,K-DAVENP,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:06:09,FPU
153.259233153,-27.7115494719999,515,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,K-ZIPFSP,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:05:56,FPU
153.336634336,-27.7754571209999,516,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,Y,,,F,D,F-WMJACO,51100218,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:04:47,FPU
153.417692062,-28.098540226,517,STORAGE_TANK,IRRIGATION,GALVANISED STEEL,RAIN WATER,N,,N,,,F,D,K-JIMHAR,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:06:10,FPU
153.390169058,-28.214549248,518,STORAGE_TANK,FIRE FIGHTING,,RAIN WATER,,,,,,F,,K-BRAEWO,51000811,STORAGE TANK,SG,2014/05/23 08:17:15,2019/05/25 13:06:10,
153.388832862,-28.2276960579999,519,STORAGE_TANK,FIRE FIGHTING,CONCRETE,RAIN WATER,,,,,,F,,R-T-TOMEWINMOUNTAIN,51000811,STORAGE TANK,SG,2014/05/23 08:17:15,2019/05/25 13:06:10,
153.334017233,-28.152649438,520,STORAGE_TANK,FIRE FIGHTING,PLASTIC,UNTREATED WATER,N,,N,,,F,D,K-BONO02,51000811,STORAGE TANK,SG,2014/05/23 08:17:11,2019/05/25 13:06:10,FPU
153.378134439,-28.173632933,521,STORAGE_TANK,SEPTIC,PLASTIC,UNTREATED WATER,Y,,N,,,F,D,K-GEORGE,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:06:20,FPU
153.243678412,-27.733539155,522,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,D,F-WMSTAP,51100218,STORAGE TANK,GCCC,2014/05/23 08:17:11,2019/05/25 13:06:10,FPU
